순위,상품명,브랜드명,url,조회수,좋아요,구매후기 개수,평점,누적판매량(1년)
3241위,크롭 후디 - 블랙 / IC2199,아디다스,https://www.musinsa.com/app/goods/3087774?loc=goods_rank,5.4천 회 이상,657,후기 2개 보기,5,
3242위,[퓨어 코튼100] 시티보이 오버핏 워싱 데님 셔츠_딥 블루,키뮤어,https://www.musinsa.com/app/goods/3051726?loc=goods_rank,3.7천 회 이상,377,후기 3개 보기,5,50개 이상
3243위,[Woman]반오픈 셔링 코튼 셔츠_Royal Blue,라퍼지 포 우먼,https://www.musinsa.com/app/goods/3141425?loc=goods_rank,300회 이상,60,후기 0개,평점 0점,
3244위,오버사이즈 벌룬핏 와플 셔츠 GREY,인사일런스,https://www.musinsa.com/app/goods/3114465?loc=goods_rank,1.4천 회 이상,55,후기 1개 보기,4,
3245위,BLUER TEAM HOODIE NAVY/WHITE,네이머클로딩,https://www.musinsa.com/app/goods/3086428?loc=goods_rank,3.3천 회 이상,250,후기 2개 보기,5,50개 이상
3246위,크롭 탑 - 블랙 / GN2802,아디다스,https://www.musinsa.com/app/goods/2496397?loc=goods_rank,1.3만 회 이상,"7,569",후기 297개 보기,4.7,1.1천 개 이상
3247위,남성 와펜 패치 나슬란 후드 - 네이비 / 761512402V0024,스톤아일랜드,https://www.musinsa.com/app/goods/2931934?loc=goods_rank,1천 회 이상,48,후기 2개 보기,5,
3248위,MIL SERIES LONG SLEEVE(74TH FIGHTER SQ)_BLACK,아웃스탠딩,https://www.musinsa.com/app/goods/3050502?loc=goods_rank,2.7천 회 이상,178,후기 4개 보기,5,50개 미만
3249위,러슬 II 반팔 티셔츠 + 숏팬츠,라이프워크,https://www.musinsa.com/app/goods/3116941?loc=goods_rank,400회 이상,40,후기 0개,평점 0점,
3250위,여성 오브 엠브로이더드 니트 - 블루 / 18030019Y0006K403,비비안 웨스트우드,https://www.musinsa.com/app/goods/2991531?loc=goods_rank,2.2천 회 이상,372,후기 4개 보기,4.5,
3251위,남성 드 꾀흐 빅 하트 후드 니트 - 다크 그레이 / UKS802018067,아미,https://www.musinsa.com/app/goods/3017831?loc=goods_rank,2.3천 회 이상,75,후기 0개,평점 0점,
3252위,BARE SWEAT SHIRT (OATMEAL),나체,https://www.musinsa.com/app/goods/2809908?loc=goods_rank,9.2천 회 이상,"2,086",후기 102개 보기,4.9,300개 이상
3253위,520g 프로스트 다잉 롱 슬리브-아이스블루-,소버먼트,https://www.musinsa.com/app/goods/3126291?loc=goods_rank,700회 이상,95,후기 0개,평점 0점,
3254위,PHYPS® STRAWBERRY MARKET CREWNECK NAVY,피지컬 에듀케이션 디파트먼트,https://www.musinsa.com/app/goods/2777553?loc=goods_rank,8.8천 회 이상,"9,619",후기 331개 보기,4.9,1.3천 개 이상
3255위,히든 버튼 드레스 셔츠 [핑크],무신사 스탠다드,https://www.musinsa.com/app/goods/1523637?loc=goods_rank,2.6천 회 이상,521,후기 151개 보기,4.7,400개 이상
3256위,3팩 티셔츠 3PACK T-SHIRT,아웃도어 프로덕츠,https://www.musinsa.com/app/goods/1893766?loc=goods_rank,9.2천 회 이상,"23,717","후기 4,758개 보기",4.8,1.3만 개 이상
3257위,커스텀핏 스트라이프 시어서커 셔츠 - 그린,폴로 랄프 로렌,https://www.musinsa.com/app/goods/1848854?loc=goods_rank,400회 이상,62,후기 7개 보기,4.9,50개 미만
3258위,Short_sleeve 레이어드 트임 반팔티,브렌슨,https://www.musinsa.com/app/goods/1807073?loc=goods_rank,4.7천 회 이상,"5,441","후기 2,467개 보기",4.8,4.6천 개 이상
3259위,슬림핏 스트레치 폴로 셔츠 - 레드,폴로 랄프 로렌,https://www.musinsa.com/app/goods/1946313?loc=goods_rank,200회 이상,39,후기 1개 보기,5,
