순위,상품명,브랜드,조회수,좋아요,구매후기 개수,평점,누적판매량
0.8446321404756613,젤-카야노 29 W - 블랙:블랙 / 1012B272-001,아식스,3300.0,421,51,4.8,100.0
0.8444098688597466,멕시코 66 1183B991_100,오니츠카타이거,3700.0,549,13,4.9,50.0
0.844187597243832,N235USN013 크랙 BEIGE,내셔널지오그래픽,2200.0,283,16,5.0,50.0
0.8439653256279173,포럼 로우 CL - 블랙:화이트 / HQ1494,아디다스,8000.0,7161,671,4.8,1600.0
0.8437430540120027,오리지날 플러스 선데이 _ 블랙,캐치볼,2300.0,807,177,4.9,300.0
0.843520782396088,여성 레플리카 스니커즈 - 블랙 / S58WS0109P1895H6851,메종 마르지엘라,1000.0,209,8,5.0,50.0
0.8432985107801734,멕시코 66 VIN 1183B391_103,오니츠카타이거,1700.0,187,11,4.8,50.0
0.8430762391642588,뮬리V2 (BEIGE),디스커버리 익스페디션,1800.0,204,9,4.6,50.0
0.8428539675483441,롱우드 레더 스니커즈 - 브라운,폴로 랄프 로렌,1400.0,274,30,4.9,50.0
0.8426316959324295,ECLORE SNEAKERS_BROWN,마르디 메크르디 슈즈,1900.0,483,12,5.0,100.0
0.8424094243165148,조거 플렉스 FLEX (IVORY),디스커버리 익스페디션,2000.0,1299,249,4.9,300.0
0.8421871527006002,스피드크로스 6 GTX - 블랙:블랙:팬템 / L41738600,살로몬,3500.0,365,28,5.0,50.0
0.8419648810846855,니트 런닝화 티바트3.0 화이트,밸롭,1000.0,286,48,4.8,100.0
0.8417426094687709,여성 맥스쿠셔닝 엘리트_SP0WRCDX051,스케쳐스,700.0,86,8,5.0,50.0
0.8415203378528562,TOBY (토비) 블랙 (UO123CTP22),엄브로,2000.0,254,5,5.0,50.0
0.8412980662369416,런스타 모션 CX 플랫폼 워크웨어 비치 스톤 A03925C,컨버스,1800.0,262,10,5.0,50.0
0.8410757946210269,German Military Light gray,리프로덕션 오브 파운드,1900.0,1229,226,4.9,300.0
0.8408535230051123,PEACE101 (UNDYED-BLUE),언다이드룸,1100.0,229,27,4.7,50.0
0.8406312513891976,BW 아미 - 화이트 / HP5516,아디다스,10000.0,2071,164,4.9,400.0
0.840408979773283,멈멈 C.V 인디 핑크,포즈간츠,2100.0,589,18,4.6,100.0
0.8401867081573683,직 키네티카 2.5 엣지 - 트리플 블랙 / GZ1440,리복,4600.0,594,33,4.3,100.0
0.8399644365414537,ECLORE SNEAKERS_BROWN,마르디 메크르디 슈즈,1900.0,483,12,5.0,100.0
0.839742164925539,조거 플렉스 FLEX (IVORY),디스커버리 익스페디션,2000.0,1299,249,4.9,300.0
0.8395198933096244,스피드크로스 6 GTX - 블랙:블랙:팬템 / L41738600,살로몬,3500.0,365,28,5.0,50.0
0.8392976216937097,니트 런닝화 티바트3.0 화이트,밸롭,1000.0,286,48,4.8,100.0
0.8390753500777951,여성 맥스쿠셔닝 엘리트_SP0WRCDX051,스케쳐스,700.0,86,8,5.0,50.0
0.8388530784618804,TOBY (토비) 블랙 (UO123CTP22),엄브로,2000.0,254,5,5.0,50.0
0.8386308068459658,런스타 모션 CX 플랫폼 워크웨어 비치 스톤 A03925C,컨버스,1800.0,262,10,5.0,50.0
0.8384085352300511,German Military Light gray,리프로덕션 오브 파운드,1900.0,1229,226,4.9,300.0
0.8381862636141365,PEACE101 (UNDYED-BLUE),언다이드룸,1100.0,229,27,4.7,50.0
0.8379639919982218,BW 아미 - 화이트 / HP5516,아디다스,10000.0,2071,164,4.9,400.0
0.8377417203823072,멈멈 C.V 인디 핑크,포즈간츠,2100.0,589,18,4.6,100.0
0.8375194487663925,직 키네티카 2.5 엣지 - 트리플 블랙 / GZ1440,리복,4600.0,594,33,4.3,100.0
0.8372971771504779,남성 플로우 벨로시티 윈드2 러닝화 3024903-001,언더아머,900.0,55,9,4.8,50.0
0.8370749055345632,리오 빈티지 코트 FLOTCF3U07,오찌,1800.0,1044,69,4.7,200.0
0.8368526339186486,런스타 모션 파운데이셔널 화이트 172896C,컨버스,1800.0,620,70,4.8,100.0
0.8366303623027339,하티 독도,라카이,2000.0,108,2,4.5,50.0
0.8364080906868193,F235USN009 토스 BLACK,엔에프엘,1800.0,390,16,5.0,50.0
0.8361858190709046,척70 플러스 머티리얼 메쉬업 서밋 세이지 A04370C,컨버스,2900.0,538,6,5.0,50.0
0.83596354745499,빈티지 코트 FLCCCF3U08,클라시코,1800.0,914,70,4.8,200.0
0.8357412758390753,남성 메달리스트 스니커즈 - 화이트:그레이 / AULMWB10,오트리,1200.0,159,15,5.0,50.0
0.8355190042231607,슈퍼크로스 4 - 블랙:블랙:블랙 / L41736200,살로몬,1600.0,376,64,4.8,100.0
0.835296732607246,라이벌리 로우 - 블랙:화이트 / FZ6327,아디다스,5000.0,387,9,5.0,50.0
0.8350744609913314,VERYLIGHT BEAR BLUE,23.65,1800.0,1374,142,4.9,400.0
0.8348521893754167,볼트 런 2 103,프로스펙스,3600.0,1007,209,4.7,300.0
0.8346299177595021,버킷 디워커 V2 COOL (WHITE),디스커버리 익스페디션,3600.0,701,82,5.0,300.0
0.8344076461435874,RGB 플린트(1RM02270E001),휠라,3000.0,344,22,5.0,100.0
0.8341853745276728,NBPDDS170A / ML725AB (BEIGE),뉴발란스,4100.0,185,4,5.0,50.0
0.8339631029117581,서브 스니커즈,페몬트,900.0,616,445,4.9,300.0
0.8337408312958435,V2 MULTI,23.65,1200.0,3837,619,4.7,300.0
0.8335185596799288,HT4395-WH 7cm 키높이 스니커즈 라이키 화이트 [240~280MM],힐탑,1500.0,837,95,4.5,300.0
0.8332962880640142,루베 Black,아이더,4900.0,627,44,4.8,100.0
0.8330740164480995,COURT(Off White/Tofu/Green),이피티,1900.0,129,7,5.0,50.0
0.8328517448321849,클래식 슬립온 - (컬러 띠어리) 체커보드 번트 오커 / VN0A7Q5DGWP1,반스,3900.0,352,6,5.0,50.0
0.8326294732162702,스케이트 하이 38 DX - (애너하임 팩토리) - 블랙:트루화이트 / VN0A38GFPXC1,반스,2200.0,1201,287,4.9,800.0
0.8324072016003556,빅볼청키 A NY (Beige),엠엘비,2300.0,2022,393,4.8,700.0
0.8321849299844409,빅볼청키 LITE LA (Black),엠엘비,2500.0,1261,180,4.8,400.0
0.8319626583685263,NBP7CF758G / CM1600EL (GRAY),뉴발란스,3800.0,644,21,4.9,50.0
0.8317403867526116,여성 메달리스트 스니커즈 - 화이트 / AULWLL15,오트리,3300.0,1795,90,4.9,100.0
0.831518115136697,클래식 슬립온 - (셰르파 체커보드) 블랙:화이트 / VN0A38F7Q0X1,반스,5200.0,6479,915,4.8,2300.0
0.8312958435207825,버킷 디워커 V2 (D/BEIGE),디스커버리 익스페디션,1400.0,184,14,4.9,50.0
0.8310735719048677,멕시코 66 SD 1183A872_101,오니츠카타이거,1900.0,885,37,4.8,50.0
0.8308513002889532,하이펄스 GTX -블랙:콰이어트 쉐이드:루나 락 / L41595900,살로몬,2800.0,169,29,4.4,50.0
0.8306290286730384,VERYLIGHT NAVY,23.65,2100.0,1235,58,4.8,200.0
0.8304067570571239,스케이트 하이 - 블랙 / VN000D5IB8C1,반스,2100.0,5686,2050,4.9,1100.0
0.8301844854412092,포럼 로우,아디다스,2600.0,743,18,5.0,50.0
0.8299622138252946,슈퍼스타 아윤 HP9579,아디다스,3900.0,653,15,4.7,50.0
0.8297399422093799,컴피쿠시 에라 - (페이즐리) 블랙:트루 화이트 / VN0A3WM942L1,반스,7100.0,3324,1873,4.8,3800.0
0.8295176705934653,청키 클래식 (CHUNKY CLASSIC) NY (Ivory),엠엘비,1700.0,2229,191,4.8,200.0
0.8292953989775506,2099 베인 베이직 소가죽 독일군 스니커즈 빈티지화이트,마이애미프로젝트,900.0,2505,549,4.7,200.0
0.829073127361636,에라 95 DX - (애너하임 팩토리) og 블랙 / VN0A2RR1UDA1,반스,1900.0,1415,211,4.9,100.0
0.8288508557457213,BSR 런닝화 티바트2.0 그라데이션 블랙,밸롭,1300.0,216,44,4.9,200.0
0.8286285841298067,젤-라이트 5 - 크림:슬레이트 그레이 / 1201A822-102,아식스,3400.0,91,7,5.0,0.0
0.828406312513892,ACHIEVE201 (OFF-WHITE),언다이드룸,5800.0,1774,139,4.9,300.0
0.8281840408979774,볼드 엔아이 - (Staple) 블랙:화이트 / VN0A3WLPOS71,반스,2400.0,1760,372,4.8,2000.0
0.8279617692820627,남성 고 워크 맥스_SP0MWCDX201,스케쳐스,1300.0,38,6,5.0,50.0
0.8277394976661481,남성 카나비 에보 스니커즈 RZ0005M52N 147,라코스테,1400.0,200,1,5.0,50.0
0.8275172260502334,커리 플로우 10 농구화 3026271-100,언더아머,1300.0,51,4,5.0,0.0
0.8272949544343188,런스타 하이크 레더 블랙 A04292C,컨버스,5000.0,1016,51,4.9,100.0
0.8270726828184041,멕시코 66 슬립온 1183A360_119,오니츠카타이거,2300.0,174,0,0.0,50.0
0.8268504112024895,플레이볼 오리진 뮬 LA (SKY BLUE),엠엘비,4000.0,2160,190,4.7,200.0
0.8266281395865748,스웨이드 클래식 XXI - 머스타드:화이트 / 374915-05,푸마,11000.0,3020,799,4.8,400.0
0.8264058679706602,라이벌리 로우 GW2187,아디다스,2900.0,294,0,0.0,50.0
0.8261835963547455,여성 카나비 에보 프로 가죽 스니커즈 RZ4084W53G 407,라코스테,1500.0,121,1,5.0,0.0
0.8259613247388309,포럼 보네가 W - 베이지:화이트 / IF4829,아디다스,3400.0,614,24,5.0,50.0
0.8257390531229162,트리니티 라이트 SL - 화이트:그레이 / 393867-01,푸마,3400.0,381,11,4.9,50.0
0.8255167815070016,코트네오 4 (BROWN),디스커버리 익스페디션,1700.0,828,83,4.9,200.0
0.8252945098910869,컴피쿠시 스케이트 하이 - (클래식) 블랙:화이트 / VN0A3WMBVNE1,반스,1900.0,1611,302,4.9,400.0
0.8250722382751723,여성 오버사이즈 스니커즈 - 화이트 / 621056WHXMT9074,알렉산더 맥퀸,900.0,183,13,4.8,50.0
0.8248499666592576,버킷 디워커 V2 RY (D/BLUE),디스커버리 익스페디션,1100.0,297,28,4.9,100.0
0.824627695043343,여성 르론드 프로 베이스라인 가죽 스니커즈 RZ4048W53G 21G,라코스테,2200.0,226,0,0.0,0.0
0.8244054234274283,X 울트라 4 와이드 GTX - 마그넷:블랙:모누멘트 / L41289200,살로몬,2100.0,298,37,4.9,50.0
0.8241831518115137,여성 말리부 스니커즈 - 화이트 / 606446GUZ209030,생로랑,1800.0,319,7,4.7,50.0
0.823960880195599,멕시코 66 1183A844_100,오니츠카타이거,1600.0,707,42,4.7,50.0
0.8237386085796844,여성 슈퍼스타 카프 헤어 스니커즈 - 화이트 / GWF00104F00320511110,골든구스,3800.0,435,2,4.5,50.0
0.8235163369637697,라이벌리 로우 86 - 그레이 / FZ6323,아디다스,3400.0,339,3,5.0,50.0
0.8232940653478551,토너먼트 레더 (1TM01734F324),케즈,2600.0,386,6,4.2,50.0
0.8230717937319404,젤-소노마 15-50 GTX - 옵시디언 그레이:클레이 그레이 / 1201A643-020,아식스,3600.0,228,26,4.8,50.0
0.8228495221160258,AA01_SI,비씨씨,7600.0,697,88,4.8,200.0
0.8226272505001111,German Military Panna (Exclusive edition),리프로덕션 오브 파운드,1300.0,1433,250,4.9,200.0
0.8224049788841965,슈퍼스타 82 - 화이트:스카이블루 / GZ4836,아디다스,4800.0,964,43,4.8,50.0
0.8221827072682818,버킷 디워커 V2 COOL (D/BEIGE),디스커버리 익스페디션,1800.0,1781,401,4.8,200.0
0.8219604356523672,COURT(Cream),이피티,2800.0,1057,22,4.6,100.0
0.8217381640364525,N235USN312 로카 NAVY,내셔널지오그래픽,2100.0,215,26,4.8,50.0
0.8215158924205379,멕시코 66 슬립온 1183C141_100,오니츠카타이거,1000.0,797,54,5.0,100.0
0.8212936208046232,[US] 여성 PURE CLASSIC Sneakers (WHITE) CKSO2F502WT,챔피온,1700.0,752,31,4.8,50.0
0.8210713491887086,남성 슈퍼스타 화이트 탭 스니커즈 - 블랙 / GMF00101F00032180203,골든구스,1400.0,268,48,4.9,100.0
0.8208490775727939,여성 카나비 프로 가죽 스니커즈 RZ4083W53G 21G,라코스테,2600.0,324,1,5.0,0.0
0.8206268059568793,오리지날 플러스 홀리데이 _ 다크 그린,캐치볼,2700.0,2515,592,4.8,600.0
0.8204045343409646,여성 메달리스트 로우 고트 레더 스니커즈 - 화이트 / AULWGG04,오트리,1400.0,439,9,4.3,50.0
0.82018226272505,젤-벤처 6 SPS - 크림:오이스터 그레이 / 1202A448-102,아식스,5800.0,500,30,5.0,50.0
0.8199599911091353,버킷 디워커 V2 COOL (BROWN),디스커버리 익스페디션,1700.0,436,62,4.8,100.0
0.8197377194932207,5cm 모던 유니섹스 스니커즈 에센셜(CL0032),클레용,1000.0,1824,292,4.7,300.0
0.819515447877306,트위드테일러 화이트 스니커즈,크리스틴,600.0,189,31,5.0,50.0
0.8192931762613914,챔피온 (1XW01538E100),케즈,2400.0,2287,188,4.9,500.0
0.8190709046454768,슈퍼스타 HQ8926,아디다스,3000.0,789,21,4.4,50.0
0.8188486330295621,메달리스트 스니커즈 in leather and suede white,오트리,1200.0,346,44,5.0,50.0
0.8186263614136475,POLO 코트 포니 스니커즈 - 화이트,폴로 랄프 로렌,900.0,1826,147,4.9,100.0
0.8184040897977328,올드스쿨 - (에이밍포유어하트) 블랙:화이트 / VN0005UFY281,반스,2100.0,115,6,5.0,50.0
0.8181818181818182,공용 드리미 스니커즈 - 오프화이트:에메랄드 그린 / CSHOXSNK0021154,써네이,2400.0,347,4,5.0,0.0
0.8179595465659035,프레즐 크림,글림퍼,1100.0,455,15,4.6,50.0
0.8177372749499889,NBPDCF708G / M1906RC (GREY),뉴발란스,3400.0,632,8,4.8,50.0
0.8175150033340742,버킷 디워커 V2 COOL (MINT),디스커버리 익스페디션,1400.0,2233,316,4.9,300.0
0.8172927317181596,어센틱 44 DX PW - (애너하임 팩토리) 퀼티드 믹스 / VN0A54F99GU1,반스,8900.0,3469,1615,4.8,3300.0
0.8170704601022449,푸마 카벤 - 화이트:블랙 / 380810-02,푸마,2900.0,246,1,5.0,50.0
0.8168481884863303,런스타 하이크 화이트 166799C,컨버스,2400.0,5159,527,4.9,500.0
0.8166259168704156,퓨어부스트 22 - 화이트 / GY4705,아디다스,1500.0,74,0,0.0,0.0
0.816403645254501,[프리미엄] 제너럴 독일군 5cm 키높이 스니커즈,브랜즈,1300.0,655,364,4.9,400.0
0.8161813736385863,런스타 모션 화이트 171546C,컨버스,1600.0,1424,158,4.9,100.0
0.8159591020226717,NBP7DS127G / CM996HJ2 (GRAY),뉴발란스,4500.0,256,5,4.6,50.0
0.815736830406757,척 70 뮬 파운데이션 블랙 172591C,컨버스,2500.0,2518,186,4.8,500.0
0.8155145587908424,멕시코 66 SD 1183A872_200,오니츠카타이거,2400.0,684,30,5.0,50.0
0.8152922871749277,빅볼청키 LITE NY (D.Mustard),엠엘비,2900.0,747,131,4.8,300.0
0.8150700155590132,니트 런닝화 티바트3.0 올 블랙,밸롭,300.0,131,36,4.8,100.0
0.8148477439430984,무스비 그레이,포즈간츠,2300.0,1976,128,4.7,400.0
0.8146254723271839,X 울트라 4 미드 GTX - 켈프:블랙:사파리 / L41294100,살로몬,1300.0,147,20,5.0,50.0
0.8144032007112691,젤-트라부코 테라 - 스톤 그레이:미드나이트 / 1203A238-020,아식스,6600.0,113,12,4.9,0.0
0.8141809290953546,1992 바르셀로나 화이트/블랙,콜카,2500.0,3581,1491,4.8,300.0
0.8139586574794399,아크로마운트 1183B257_101,오니츠카타이거,1700.0,1785,131,4.8,200.0
0.8137363858635253,런스타 모션 CX 플랫폼  파운데이션 블랙 A03924C,컨버스,2100.0,305,9,4.9,50.0
0.8135141142476106,V2 VEBE BEIGE/BLACK,23.65,1900.0,3014,162,4.7,600.0
0.813291842631696,코트온 (S/WHITE),디스커버리 익스페디션,1700.0,658,28,4.9,100.0
0.8130695710157813,RS500 화이트 그레이,아키클래식,1800.0,2349,306,4.8,700.0
0.8128472993998667,아스티어 W - 블랙 / GY5260,아디다스,3900.0,585,167,4.8,600.0
0.812625027783952,멕시코 66 1183B781_100,오니츠카타이거,1100.0,389,26,4.8,50.0
0.8124027561680374,매직 바스켓 로우 스웨이드 레더 GREEN,디아도라,2400.0,705,38,4.7,100.0
0.8121804845521227,인스타펌프 퓨리 95 - 화이트 / GX9432,리복,2300.0,237,16,4.8,50.0
0.8119582129362081,스웨이드 크레페 패턴 - 라이트 샌드 / 386669-01,푸마,4900.0,483,5,4.2,50.0
0.8117359413202934,푸마 스웨이드 트레일 레이스 - 그린:아이보리 / 391901-03,푸마,4000.0,757,33,4.6,100.0
0.8115136697043788,무스비 네이비,포즈간츠,2200.0,519,13,4.8,50.0
0.8112913980884641,NBPDBF759E / M2002RGL (KHAKI),뉴발란스,12000.0,3464,151,4.9,200.0
0.8110691264725495,VERYLIGHT BLACK,23.65,2300.0,1248,97,4.7,400.0
0.8108468548566348,청키 조거(CHUNKY JOGGER) NY (Ivory),엠엘비,1700.0,1693,101,4.9,300.0
0.8106245832407202,멈멈 C.V 크림,포즈간츠,5200.0,2524,130,4.8,400.0
0.8104023116248055,EX89 - 화이트:화이트 / 1201A638-100,아식스,6800.0,210,3,4.7,0.0
0.8101800400088909,WAVE PROPHECY Β_D1GA220202,미즈노,1900.0,234,19,4.7,50.0
0.8099577683929762,WAVE RIDER 10_D1GA227701,미즈노,2700.0,464,44,4.9,100.0
0.8097354967770616,반스×원피스 스케이트 하이 - 펑크 하자드 멀티 / VN0007NS4481,반스,2200.0,147,12,5.0,50.0
0.8095132251611469,오리지날 플러스 홀리데이 _ 블랙,캐치볼,1900.0,1363,414,4.9,400.0
0.8092909535452323,멕시코 66 슬립온 1183A360_121,오니츠카타이거,2200.0,302,13,5.0,50.0
0.8090686819293176,카이아 플랫폼 - 화이트:블랙 / 383804-01,푸마,4500.0,3593,638,4.8,800.0
0.808846410313403,German Military Black,리프로덕션 오브 파운드,1100.0,453,47,5.0,50.0
0.8086241386974883,푸마Ⅹ두아 리파 메이즈 - 블랙:블루 / 387294-05,푸마,3100.0,1122,36,4.7,100.0
0.8084018670815737,공용 드리미 스니커즈 - 오프화이트:크림 / CSHOXSNK0027205,써네이,2100.0,327,5,5.0,50.0
0.808179595465659,버킷 디워커 V2 RY (O/WHITE),디스커버리 익스페디션,1900.0,649,51,4.9,200.0
0.8079573238497444,포럼 미드 W - 그레이:화이트:스카이블루 / GZ2609,아디다스,2000.0,487,8,4.6,50.0
0.8077350522338297,남성 애로우 벌크나이즈 스니커즈 - 화이트 / OMIA085S22LEA0010146,오프 화이트,3500.0,398,9,4.6,50.0
0.8075127806179151,남성 프랙스 01 스니커즈 - 화이트 / 4E35763LFVF0009,프라다,1800.0,274,6,4.8,50.0
0.8072905090020004,어센틱 44 DX - (애너하임팩토리) OG 플레이드 네이비:앤티크 화이트 / VN0A5KX45TK1,반스,5900.0,1245,159,4.8,400.0
0.8070682373860858,남성 슈퍼스타 블랙 탭 스니커즈 - 화이트 / GMF00105F00334710220,골든구스,1800.0,102,0,0.0,50.0
0.8068459657701712,밈 저먼 독일군 스니커즈_블랙,밈더워드로브,1200.0,388,30,4.9,50.0
0.8066236941542565,올드스쿨 - (스케이트) 블랙:화이트 / VN0A5FCBY281,반스,3300.0,2285,182,4.9,900.0
0.8064014225383419,스케이트 하이 - (팀 웰니스) 그린:트루 화이트 / VN0A4BVTBGN1,반스,2000.0,495,18,4.9,50.0
0.8061791509224272,4cm 소가죽 독일군 러너 스니커즈 헤이즈(CR0036GR),커스텀에이드,3200.0,5512,629,4.8,900.0
0.8059568793065126,릿지라이더 6 고어텍스 - 트리플 블랙 / FW9642,리복,2200.0,253,27,4.9,50.0
0.8057346076905979,[프리미엄] 제너럴 독일군 스니커즈,브랜즈,1200.0,1784,983,4.9,600.0
0.8055123360746833,젤-카야노 29 W - 시트 락:퓨어 실버 / 1012B272-021,아식스,2500.0,73,5,5.0,0.0
0.8052900644587686,남성 오버사이즈 스니커즈 - 블랙:화이트 / 553680WHGP51070,알렉산더 맥퀸,800.0,61,5,5.0,0.0
0.805067792842854,슈퍼스타 - 화이트:레드 / HQ8867,아디다스,2800.0,692,25,4.7,50.0
0.8048455212269393,V2 NEO BLACK,23.65,1700.0,1065,87,4.9,200.0
0.8046232496110247,헤리티지 코트 II 스니커즈 - 화이트:블랙,폴로 랄프 로렌,1300.0,2099,161,4.8,300.0
0.80440097799511,여성 스트레이트셋 골드 크록 스니커즈 RZ0029W53G 216,라코스테,1200.0,112,1,5.0,50.0
0.8041787063791954,X-미션 4 스웨이드 - 블랙:애보니:검3  / L41607100,살로몬 스포츠스타일,6700.0,167,3,5.0,0.0
0.8039564347632807,남성 맥스쿠셔닝 엘리트_SP0MR22Y051,스케쳐스,1000.0,158,93,4.9,100.0
0.8037341631473661,메리 화이트,포즈간츠,3800.0,2248,101,4.6,400.0
0.8035118915314514,여성 스피드 리사이클드 스니커즈 - 블랙 / 587280W2DB11013,발렌시아가,1100.0,87,2,5.0,0.0
0.8032896199155368,AA01_IV,비씨씨,2800.0,498,49,4.9,100.0
0.8030673482996221,토이지 포레스트 그린,엘두,3500.0,1832,234,4.7,300.0
0.8028450766837075,시티 빔 그린,널디,1000.0,207,1,4.0,50.0
0.8026228050677928,올드스쿨 - (코듀라) 포트 로얄:마쉬멜로우 / VN0A4BW2DOQ1,반스,3600.0,278,12,5.0,50.0
0.8024005334518782,컨티넨탈 80 - 블랙 / G27707,아디다스,2100.0,226,12,5.0,50.0
0.8021782618359635,푸마 스웨이드 트레일 레이스 - 블랙:아이보리 / 391901-01,푸마,3500.0,603,28,4.7,50.0
0.8019559902200489,여성 모니카 스니커즈 화이트,에스엠에이슈즈,800.0,718,64,5.0,100.0
0.8017337186041342,여성 오버사이즈 스니커즈 - 화이트:파리 블루 / 553770WHGP79086,알렉산더 맥퀸,1300.0,271,3,5.0,50.0
0.8015114469882196,로우랜드 CC JMP R - (코트) 그린:화이트 / VN0007P2Y9H1,반스,2800.0,297,2,5.0,50.0
0.8012891753723049,여성 팬텀 스니커즈 - 화이트 / 679339W2E929000,발렌시아가,1600.0,50,1,5.0,0.0
0.8010669037563903,올드스쿨 오버트 CC - (팝 컬러) 블랙 / VN0A7Q5EBMA1,반스,4100.0,553,15,4.5,50.0
0.8008446321404756,[프리미엄] 알프스 3cm 스니커즈 블랙,브랜즈,600.0,418,171,4.8,100.0
0.800622360524561,클럽 C 리벤지 빈티지 - 블루 / FW4863,리복,2100.0,522,3,4.7,50.0
0.8004000889086463,여성 앤디 스니커즈 - 화이트 / 6068310M5009030,생로랑,1300.0,155,0,0.0,0.0
0.8001778172927317,베이직 캔버스화 로우_SPPGDA9A01,스파오,3300.0,471,13,4.9,100.0
0.799955545676817,X-미션 4 스웨이드 - 바닐라:오키드 블룸:블레이징 오렌지 / L47138400,살로몬 스포츠스타일,5700.0,112,0,0.0,0.0
0.7997332740609024,포르투나 레더   올블랙 메탈릭골드,박스앤콕스,1300.0,336,57,4.8,100.0
0.7995110024449877,오리지날 플러스 선데이 블랙 볼드,캐치볼,2300.0,432,128,4.8,100.0
0.7992887308290731,커리 플로우 10 농구화 3026949-400,언더아머,1500.0,82,5,4.4,50.0
0.7990664592131584,3300 로우 캔버스 FLOTDA0U03,오찌,1300.0,187,0,0.0,50.0
0.7988441875972438,NBP7DS103G / U574LN2 (GREY),뉴발란스,2700.0,480,15,5.0,50.0
0.7986219159813291,COURT(Off White/Black),이피티,3000.0,1797,105,4.8,400.0
0.7983996443654146,플레이볼 뮬 모노 데님 NY (NAVY),엠엘비,1900.0,1482,116,4.8,200.0
0.7981773727494998,카이아 플랫폼 - 블랙:화이트 / 383804-02,푸마,2600.0,1374,241,4.7,600.0
0.7979551011335853,런스타 레거시 CX 시즈널 컬러 라이트 바이올렛 A03064C,컨버스,1600.0,242,2,4.0,50.0
0.7977328295176705,젤-카야노 29 - 블랙:화이트 / 1012B297-002,아식스,2200.0,49,6,5.0,0.0
0.797510557901756,메리 블랙,포즈간츠,3800.0,1079,56,4.7,200.0
0.7972882862858413,키르시 슈즈 로우 [화이트],키르시,700.0,1234,55,4.8,200.0
0.7970660146699267,스타일 36 - (빈티지 스포츠) 레드:오렌지 / VN0A3DZ3Y0U1,반스,5100.0,987,47,4.9,100.0
0.796843743054012,클럽 C 85 빈티지 - 옐로우 그린 / GY7199,리복,11000.0,413,3,5.0,50.0
0.7966214714380974,DIVE LAYER(Black),이피티,1400.0,1779,319,4.7,300.0
0.7963991998221827,스케이트 로우 - 컨트래스트 본 화이트 / VN0A5KXDBWQ1,반스,5200.0,1559,82,4.8,300.0
0.7961769282062681,마일2.0 (O/WHITE),디스커버리 익스페디션,1100.0,87,4,4.8,0.0
0.7959546565903534,남성 플로우 나일론 스니커즈 - 멀티 컬러 / 7E1392AD7VF1C2F,펜디,1200.0,25,0,0.0,0.0
0.7957323849744388,XF-0 화이트 그레이,아키클래식,2500.0,829,94,4.7,200.0
0.7955101133585241,척테일러 올스타 무브 화이트 568498C,컨버스,2600.0,8086,736,4.9,700.0
0.7952878417426095,스타 플레이어 76 워크웨어 데님 다크 블루 A05185C,컨버스,4500.0,1270,34,4.9,50.0
0.7950655701266949,NBPDCF721G / ML610TAA (GREY),뉴발란스,5700.0,1489,12,4.9,100.0
0.7948432985107802,HT4741 6cm 커플 키높이 독일군 스니커즈 하인츠 화이트 [230~280MM],힐탑,700.0,1239,211,4.7,200.0
0.7946210268948656,오리지날 플러스 홀리데이 블랙 볼드,캐치볼,1700.0,243,101,4.9,50.0
0.7943987552789509,여성 메달리스트 스니커즈 - 화이트:블랙 / AULWLL22,오트리,1200.0,176,9,4.3,0.0
0.7941764836630363,건타임 102,프로스펙스,1900.0,165,10,4.5,50.0
0.7939542120471216,여성 러너 스니커즈 - 블랙 / 677402W3RB11000,발렌시아가,2000.0,51,2,5.0,0.0
0.793731940431207,젤-님버스 9 - 화이트:인디고 블루 / 1201A424-103,아식스,9900.0,271,0,0.0,0.0
0.7935096688152923,NBP7CF716I / U574RZ2 (IVORY),뉴발란스,5200.0,2363,77,4.9,100.0
0.7932873971993777,공용 마라톤 트레일 로우 스니커즈 - 라이트 그레이 / 97037755030,스파워트,800.0,113,7,4.6,50.0
0.793065125583463,버킷 마운틴 LT (WHITE),디스커버리 익스페디션,2500.0,227,4,5.0,50.0
0.7928428539675484,척테일러 올스타 무브 레더 화이트 A04295C,컨버스,2400.0,791,38,5.0,100.0
0.7926205823516337,플레이볼 오리진 NY (WHITE),엠엘비,2300.0,3735,235,4.7,300.0
0.7923983107357191,델리게이션 EX 1183A559_104,오니츠카타이거,1200.0,380,42,4.9,50.0
0.7921760391198044,척70 플러스 머티리얼 메쉬업 스쿼럴 프렌드 A02871C,컨버스,3000.0,359,3,5.0,50.0
0.7919537675038898,German Military White (Exclusive edition),리프로덕션 오브 파운드,1000.0,855,90,4.9,100.0
0.7917314958879751,공용 드리미 스웨이드 스니커즈 - 오프 화이트:블랙 / CSHOXSNK002OFB,써네이,2300.0,377,1,4.0,0.0
0.7915092242720605,오리지날 플러스 선데이 _ 에크루,캐치볼,1500.0,537,116,4.8,200.0
0.7912869526561458,멕시코 66 VIN 1183B391_102,오니츠카타이거,1800.0,404,9,5.0,50.0
0.7910646810402312,NS91N51B 킵온 보아 고어텍스,노스페이스,1100.0,243,16,5.0,50.0
0.7908424094243165,V2 TRIPLE-WHITE,23.65,2300.0,4005,383,4.7,500.0
0.7906201378084019,코트 피크 - 화이트 / GX8905,리복,2400.0,607,17,4.6,50.0
0.7903978661924872,[신사용X식스핏] RETRO COURT GREEN (키높이 버전),식스핏,1900.0,382,41,4.8,300.0
