순위,상품명,브랜드명,url,조회수,좋아요,구매후기 개수,평점,누적판매량(1년)
890위,CLASSIC LOGO TEE white,마리떼,https://www.musinsa.com/app/goods/2371238?loc=goods_rank,3.6천 회 이상,"7,835","후기 1,052개 보기",4.8,3.9천 개 이상
891위,T-Logo S/S Jersey Polo White,디스이즈네버댓,https://www.musinsa.com/app/goods/2426661?loc=goods_rank,1.1천 회 이상,690,후기 32개 보기,4.8,100개 이상
892위,Martin Garden Half T - WHITE,마틴플랜,https://www.musinsa.com/app/goods/3118794?loc=goods_rank,1.3천 회 이상,167,후기 2개 보기,5,50개 미만
893위,PHYPS® SANTA BEARS LOGO HOOIDE GRAY,피지컬 에듀케이션 디파트먼트,https://www.musinsa.com/app/goods/2986052?loc=goods_rank,3.8천 회 이상,701,후기 27개 보기,4.8,100개 이상
894위,오버핏 1988 아치 로고 스웨트셔츠-멜란지그레이,필루미네이트,https://www.musinsa.com/app/goods/2322737?loc=goods_rank,5.7천 회 이상,"2,152",후기 171개 보기,4.8,700개 이상
895위,Balloon Logo L/S Gun metal,예스아이씨,https://www.musinsa.com/app/goods/3135040?loc=goods_rank,300회 이상,98,후기 0개,평점 0점,
896위,헤비웨이트 키홀 케이블 하프 집업 니트 스카이블루 COOSKT042SKYBLUE,세컨모놀로그,https://www.musinsa.com/app/goods/3028621?loc=goods_rank,1만 회 이상,"1,227",후기 41개 보기,4.9,100개 이상
897위,로럴골든 하프집업_네이비,게인스보로,https://www.musinsa.com/app/goods/2149337?loc=goods_rank,1.7천 회 이상,"1,443",후기 115개 보기,4.9,300개 이상
898위,바이시클 오버사이즈 맨투맨 [라이트그레이],모더먼트,https://www.musinsa.com/app/goods/2859608?loc=goods_rank,1.1천 회 이상,191,후기 5개 보기,5,50개 이상
899위,크롭 포켓 셔츠 [PINK],델리센트,https://www.musinsa.com/app/goods/3034134?loc=goods_rank,1.4천 회 이상,291,후기 6개 보기,4.7,50개 미만
900위,오버사이즈 스트라이프 럭비 스웨트셔츠 [네이비/그린],무신사 스탠다드,https://www.musinsa.com/app/goods/2705800?loc=goods_rank,2.1천 회 이상,376,후기 74개 보기,4.9,200개 이상
